date;close;adjusted_close;dividend
09/03/2020 00:00;20;20;0
10/03/2020 00:00;19.616;19.616;0
11/03/2020 00:00;19.529;19.529;0
12/03/2020 00:00;17.41;17.41;0
13/03/2020 00:00;17.343;17.343;0
16/03/2020 00:00;16.449;16.449;0
17/03/2020 00:00;16.958;16.958;0
18/03/2020 00:00;15.826;15.826;0
19/03/2020 00:00;16.183;16.183;0
20/03/2020 00:00;17.007;17.007;0
23/03/2020 00:00;16.552;16.552;0
24/03/2020 00:00;17.85;17.85;0
25/03/2020 00:00;18.758;18.758;0
26/03/2020 00:00;19.184;19.184;0
27/03/2020 00:00;18.285;18.285;0
30/03/2020 00:00;18.553;18.553;0
31/03/2020 00:00;18.617;18.617;0
01/04/2020 00:00;17.827;17.827;0
02/04/2020 00:00;17.907;17.907;0
03/04/2020 00:00;17.616;17.616;0
06/04/2020 00:00;18.38;18.38;0
07/04/2020 00:00;18.804;18.804;0
08/04/2020 00:00;18.792;18.792;0
09/04/2020 00:00;19.052;19.052;0
14/04/2020 00:00;19.152;19.152;0
15/04/2020 00:00;18.45;18.45;0
16/04/2020 00:00;18.41;18.41;0
17/04/2020 00:00;19.024;19.024;0
20/04/2020 00:00;19.182;19.182;0
21/04/2020 00:00;18.475;18.475;0
22/04/2020 00:00;18.689;18.689;0
23/04/2020 00:00;18.84;18.84;0
24/04/2020 00:00;18.611;18.611;0
27/04/2020 00:00;19.052;19.052;0
28/04/2020 00:00;19.338;19.338;0
29/04/2020 00:00;19.804;19.804;0
30/04/2020 00:00;19.328;19.328;0
04/05/2020 00:00;18.597;18.597;0
05/05/2020 00:00;19.077;19.077;0
06/05/2020 00:00;18.855;18.855;0
07/05/2020 00:00;19.154;19.154;0
08/05/2020 00:00;19.357;19.357;0
11/05/2020 00:00;19.131;19.131;0
12/05/2020 00:00;19.075;19.075;0
13/05/2020 00:00;18.517;18.517;0
14/05/2020 00:00;18.228;18.228;0
15/05/2020 00:00;18.21;18.21;0
18/05/2020 00:00;19.18;19.18;0
19/05/2020 00:00;19;19;0
